Client Name,origincity_code,origincity_lat,origincity_long,destcity_code,destcity_lat,destcity_long,Depart_Days_Count_Sum,all_competitors,competitor_count
AS,ALW,46.095,-118.287777777778,SEA,47.45,-122.3,146,"AS,DL",2
AS,ANC,61.1666666666667,-149.983333333333,CHI,41.8744444444444,-87.6394444444445,384,"AS,UA,AA",3
AS,ANC,61.1666666666667,-149.983333333333,DEN,39.8638888888889,-104.666666666667,256,"AS,UA",2
AS,ANC,61.1666666666667,-149.983333333333,MSP,44.9,-93.2166666666667,384,"AS,SY,DL",3
AS,ANC,61.1666666666667,-149.983333333333,NYC,40.7516666666667,-73.9941666666667,128,UA,1
AS,ANC,61.1666666666667,-149.983333333333,SEA,47.45,-122.3,256,"AS,DL",2
AS,ANC,61.1666666666667,-149.983333333333,SFO,37.6188888888889,-122.391666666667,256,"AS,UA",2
AS,ANC,61.1666666666667,-149.983333333333,SLC,40.7883333333333,-111.977777777778,256,"AS,DL",2
AS,ATL,33.65,-84.4333333333333,PDX,45.5886111111111,-122.5975,256,"AS,DL",2
AS,ATL,33.65,-84.4333333333333,SAN,32.7333333333333,-117.183333333333,640,"AS,NK,WN,F9,DL",5
AS,ATL,33.65,-84.4333333333333,SEA,47.45,-122.3,256,"AS,DL",2
AS,AUS,30.3,-97.7833333333333,SAN,32.7333333333333,-117.183333333333,256,"AS,WN",2
AS,AUS,30.3,-97.7833333333333,SEA,47.45,-122.3,256,"AS,DL",2
AS,AUS,30.3,-97.7833333333333,SFO,37.6188888888889,-122.391666666667,256,"AS,UA",2
AS,BLI,48.7927777777778,-122.5375,SEA,47.45,-122.3,146,"AS,DL",2
AS,BNA,36.1244444444444,-86.6783333333333,SEA,47.45,-122.3,384,"AS,WN,DL",3
AS,BOI,43.5644444444444,-116.222777777778,BUR,34.2005555555556,-118.358611111111,300,"AS,WN,XP",3
AS,BOI,43.5644444444444,-116.222777777778,LAS,36.0833333333333,-115.166666666667,512,"AS,WN,NK,G4",4
AS,BOI,43.5644444444444,-116.222777777778,LAX,33.9333333333333,-118.4,300,"AS,UA,DL",3
AS,BOI,43.5644444444444,-116.222777777778,ORL,28.5333333333333,-81.35,128,AS,1
AS,BOI,43.5644444444444,-116.222777777778,PHX,33.4333333333333,-112.033333333333,384,"AS,WN,AA",3
AS,BOI,43.5644444444444,-116.222777777778,PSP,33.8333333333333,-116.5,100,AS,1
AS,BOI,43.5644444444444,-116.222777777778,SAC,38.5166666666667,-121.5,200,"AS,WN",2
AS,BOI,43.5644444444444,-116.222777777778,SAN,32.7333333333333,-117.183333333333,200,"AS,WN",2
AS,BOI,43.5644444444444,-116.222777777778,SEA,47.45,-122.3,146,"AS,DL",2
AS,BOI,43.5644444444444,-116.222777777778,SFO,37.6188888888889,-122.391666666667,200,"AS,UA",2
AS,BOI,43.5644444444444,-116.222777777778,SJC,37.3527777777778,-121.919444444444,200,"AS,WN",2
AS,BOI,43.5644444444444,-116.222777777778,SNA,33.6755555555556,-117.868333333333,200,"AS,G4",2
AS,BOS,42.3666666666667,-71.0,PDX,45.5886111111111,-122.5975,256,"AS,B6",2
AS,BOS,42.3666666666667,-71.0,SAN,32.7333333333333,-117.183333333333,384,"DL,AS,B6",3
AS,BOS,42.3666666666667,-71.0,SEA,47.45,-122.3,384,"DL,AS,B6",3
AS,BOS,42.3666666666667,-71.0,SFO,37.6188888888889,-122.391666666667,512,"DL,AS,UA,B6",4
AS,BUR,34.2005555555556,-118.358611111111,BOI,43.5644444444444,-116.222777777778,300,"AS,WN,XP",3
AS,BUR,34.2005555555556,-118.358611111111,PDX,45.5886111111111,-122.5975,300,"AS,WN,NK",3
AS,BUR,34.2005555555556,-118.358611111111,SFO,37.6188888888889,-122.391666666667,300,"WN,AS,UA",3
AS,BUR,34.2005555555556,-118.358611111111,STS,38.5105555555556,-122.810277777778,200,"AS,XP",2
AS,BWI,39.1666666666667,-76.6666666666667,SEA,47.45,-122.3,256,"AS,WN",2
AS,BZE,17.5333333333333,-88.3,LAX,33.9333333333333,-118.4,370,"AS,UA",2
AS,BZN,45.7775,-111.153055555556,LAX,33.9333333333333,-118.4,400,"AS,UA,AA,DL",4
AS,BZN,45.7775,-111.153055555556,SFO,37.6188888888889,-122.391666666667,200,"AS,UA",2
AS,CHI,41.8744444444444,-87.6394444444445,ANC,61.1666666666667,-149.983333333333,384,"AS,UA,AA",3
AS,CHI,41.8744444444444,-87.6394444444445,PDX,45.5886111111111,-122.5975,512,"AS,UA,NK,AA",4
AS,CHI,41.8744444444444,-87.6394444444445,SEA,47.45,-122.3,512,"AS,UA,AA,DL",4
AS,CHI,41.8744444444444,-87.6394444444445,SFO,37.6188888888889,-122.391666666667,384,"AS,UA,AA",3
AS,CUN,21.0366666666667,-86.8772222222222,LAX,33.9333333333333,-118.4,740,"AS,UA,AA,DL",4
AS,CUN,21.0366666666667,-86.8772222222222,MKC,39.1166666666667,-94.5833333333333,740,"F9,AS,WN,AA",4
AS,CUN,21.0366666666667,-86.8772222222222,PDX,45.5886111111111,-122.5975,185,AS,1
AS,CUN,21.0366666666667,-86.8772222222222,SEA,47.45,-122.3,370,"AS,DL",2
AS,CUN,21.0366666666667,-86.8772222222222,SFO,37.6188888888889,-122.391666666667,370,"AS,UA",2
AS,CVG,39.15,-84.45,SEA,47.45,-122.3,256,"AS,DL",2
AS,DEN,39.8638888888889,-104.666666666667,ANC,61.1666666666667,-149.983333333333,256,"AS,UA",2
AS,DEN,39.8638888888889,-104.666666666667,PDX,45.5886111111111,-122.5975,512,"WN,AS,UA,F9",4
AS,DEN,39.8638888888889,-104.666666666667,SEA,47.45,-122.3,768,"AS,UA,WN,SY,F9,DL",6
AS,DFW,32.7666666666667,-96.7833333333333,PDX,45.5886111111111,-122.5975,512,"F9,AS,WN,AA",4
AS,DFW,32.7666666666667,-96.7833333333333,SEA,47.45,-122.3,896,"AS,WN,AA,F9,DL",5
AS,DTT,42.3333333333333,-83.05,SEA,47.45,-122.3,256,"AS,DL",2
AS,EAT,47.3988888888889,-120.207222222222,SEA,47.45,-122.3,146,"AS,DL",2
AS,EUG,44.1247222222222,-123.211944444444,LAX,33.9333333333333,-118.4,200,"AS,G4",2
AS,EUG,44.1247222222222,-123.211944444444,SEA,47.45,-122.3,146,"AS,DL",2
AS,FAI,64.8166666666667,-147.866666666667,SEA,47.45,-122.3,256,"AS,DL",2
AS,FAT,36.7666666666667,-119.716666666667,GDL,20.5216666666667,-103.311111111111,555,"AM,AS,Y4",3
AS,FCA,48.3105555555556,-114.256111111111,SAN,32.7333333333333,-117.183333333333,100,AS,1
AS,FLL,26.0666666666667,-80.1666666666667,LAX,33.9333333333333,-118.4,512,"DL,AS,NK,B6",4
AS,FLL,26.0666666666667,-80.1666666666667,PDX,45.5886111111111,-122.5975,128,AS,1
AS,FLL,26.0666666666667,-80.1666666666667,SAN,32.7333333333333,-117.183333333333,256,"AS,B6",2
AS,FLL,26.0666666666667,-80.1666666666667,SEA,47.45,-122.3,256,"AS,DL",2
AS,FLL,26.0666666666667,-80.1666666666667,SFO,37.6188888888889,-122.391666666667,384,"AS,UA,B6",3
AS,FMY,26.5833333333333,-81.8666666666667,SEA,47.45,-122.3,128,AS,1
AS,GDL,20.5216666666667,-103.311111111111,FAT,36.7666666666667,-119.716666666667,555,"AM,AS,Y4",3
AS,GDL,20.5216666666667,-103.311111111111,LAX,33.9333333333333,-118.4,740,"AM,AS,VB,Y4",4
AS,GDL,20.5216666666667,-103.311111111111,SJC,37.3527777777778,-121.919444444444,370,"AS,Y4",2
AS,GEG,47.6333333333333,-117.533333333333,LAX,33.9333333333333,-118.4,200,"AS,DL",2
AS,GEG,47.6333333333333,-117.533333333333,SEA,47.45,-122.3,146,"AS,DL",2
AS,GEG,47.6333333333333,-117.533333333333,SFO,37.6188888888889,-122.391666666667,200,"AS,UA",2
AS,GUA,14.5844444444444,-90.5272222222222,LAX,33.9333333333333,-118.4,925,"Q6,AS,AV,UA,DL",5
AS,HNL,21.3277777777778,-157.922222222222,LAX,33.9333333333333,-118.4,1110,"AS,HA,UA,WN,AA,DL",6
AS,HNL,21.3277777777778,-157.922222222222,PDX,45.5886111111111,-122.5975,370,"HA,AS",2
AS,HNL,21.3277777777778,-157.922222222222,SAN,32.7333333333333,-117.183333333333,555,"HA,AS,WN",3
AS,HNL,21.3277777777778,-157.922222222222,SEA,47.45,-122.3,555,"HA,AS,DL",3
AS,HNL,21.3277777777778,-157.922222222222,SFO,37.6188888888889,-122.391666666667,555,"HA,AS,UA",3
AS,HNL,21.3277777777778,-157.922222222222,SJC,37.3527777777778,-121.919444444444,555,"HA,AS,WN",3
AS,HOU,29.65,-95.3,SEA,47.45,-122.3,384,"AS,UA,DL",3
AS,JAC,43.6072222222222,-110.737777777778,SAN,32.7333333333333,-117.183333333333,128,AS,1
AS,JAC,43.6072222222222,-110.737777777778,SFO,37.6188888888889,-122.391666666667,256,"AS,UA",2
AS,JNU,58.355,-134.576388888889,SEA,47.45,-122.3,256,"AS,DL",2
AS,KOA,19.7388888888889,-156.045555555556,SEA,47.45,-122.3,370,"AS,DL",2
AS,KOA,19.7388888888889,-156.045555555556,SJC,37.3527777777778,-121.919444444444,370,"AS,WN",2
AS,KTN,55.3333333333333,-131.65,SEA,47.45,-122.3,256,"AS,DL",2
AS,LAS,36.0833333333333,-115.166666666667,BOI,43.5644444444444,-116.222777777778,512,"AS,WN,NK,G4",4
AS,LAS,36.0833333333333,-115.166666666667,LAX,33.9333333333333,-118.4,700,"AS,NK,AA,B6,SY,F9,DL",7
AS,LAS,36.0833333333333,-115.166666666667,PDX,45.5886111111111,-122.5975,512,"AS,WN,NK,F9",4
AS,LAS,36.0833333333333,-115.166666666667,SAN,32.7333333333333,-117.183333333333,500,"AS,NK,WN,F9,DL",5
AS,LAS,36.0833333333333,-115.166666666667,SEA,47.45,-122.3,640,"AS,NK,WN,F9,DL",5
AS,LAS,36.0833333333333,-115.166666666667,SFO,37.6188888888889,-122.391666666667,600,"AS,UA,WN,AA,F9,DL",6
AS,LAS,36.0833333333333,-115.166666666667,STS,38.5105555555556,-122.810277777778,200,"AS,XP",2
AS,LAX,33.9333333333333,-118.4,BOI,43.5644444444444,-116.222777777778,300,"AS,UA,DL",3
AS,LAX,33.9333333333333,-118.4,BZE,17.5333333333333,-88.3,370,"AS,UA",2
AS,LAX,33.9333333333333,-118.4,BZN,45.7775,-111.153055555556,400,"AS,UA,AA,DL",4
AS,LAX,33.9333333333333,-118.4,CUN,21.0366666666667,-86.8772222222222,740,"AS,UA,AA,DL",4
AS,LAX,33.9333333333333,-118.4,EUG,44.1247222222222,-123.211944444444,200,"AS,G4",2
AS,LAX,33.9333333333333,-118.4,FLL,26.0666666666667,-80.1666666666667,512,"DL,AS,NK,B6",4
AS,LAX,33.9333333333333,-118.4,GDL,20.5216666666667,-103.311111111111,740,"AM,AS,VB,Y4",4
AS,LAX,33.9333333333333,-118.4,GEG,47.6333333333333,-117.533333333333,200,"AS,DL",2
AS,LAX,33.9333333333333,-118.4,GUA,14.5844444444444,-90.5272222222222,925,"Q6,AS,AV,UA,DL",5
AS,LAX,33.9333333333333,-118.4,HNL,21.3277777777778,-157.922222222222,1110,"AS,HA,UA,WN,AA,DL",6
AS,LAX,33.9333333333333,-118.4,LAS,36.0833333333333,-115.166666666667,700,"AS,NK,AA,B6,SY,F9,DL",7
AS,LAX,33.9333333333333,-118.4,LIR,10.5933333333333,-85.5444444444444,370,"AS,UA",2
AS,LAX,33.9333333333333,-118.4,MFR,42.3741666666667,-122.873611111111,200,"AS,G4",2
AS,LAX,33.9333333333333,-118.4,MIA,25.8,-80.2833333333333,384,"DL,AA,B6",3
AS,LAX,33.9333333333333,-118.4,MTY,25.6666666666667,-100.316666666667,370,"AS,VB",2
AS,LAX,33.9333333333333,-118.4,NAS,25.0388888888889,-77.4661111111111,370,"AS,B6",2
AS,LAX,33.9333333333333,-118.4,NYC,40.7516666666667,-73.9941666666667,512,"AS,UA,NK,B6",4
AS,LAX,33.9333333333333,-118.4,OGG,20.8986111111111,-156.430555555556,1110,"AS,HA,UA,WN,AA,DL",6
AS,LAX,33.9333333333333,-118.4,PDX,45.5886111111111,-122.5975,700,"AS,NK,WN,AA,F9,DL",6
AS,LAX,33.9333333333333,-118.4,PSC,46.2666666666667,-119.116666666667,200,"AS,G4",2
AS,LAX,33.9333333333333,-118.4,PVR,20.68,-105.254166666667,740,"AS,UA,AA,DL",4
AS,LAX,33.9333333333333,-118.4,RDM,44.2541666666667,-121.15,200,"AS,UA",2
AS,LAX,33.9333333333333,-118.4,RNO,39.4991666666667,-119.768055555556,600,"AS,UA,WN,B6,SY,DL",6
AS,LAX,33.9333333333333,-118.4,SEA,47.45,-122.3,800,"AS,NK,UA,AA,F9,DL",6
AS,LAX,33.9333333333333,-118.4,SFO,37.6188888888889,-122.391666666667,700,"AS,UA,WN,AA,B6,F9,DL",7
AS,LAX,33.9333333333333,-118.4,SJC,37.3527777777778,-121.919444444444,500,"AS,NK,WN,AA,DL",5
AS,LAX,33.9333333333333,-118.4,SJD,23.1519444444444,-109.721111111111,925,"AS,UA,AA,B6,DL",5
AS,LAX,33.9333333333333,-118.4,SJO,9.93333333333333,-84.1,555,"AS,UA,DL",3
AS,LAX,33.9333333333333,-118.4,WAS,38.8833333333333,-77.0333333333333,640,"AS,UA,AA,DL",4
AS,LAX,33.9333333333333,-118.4,YLW,49.9561111111111,-119.377777777778,73,AS,1
AS,LIH,21.9763888888889,-159.336111111111,SEA,47.45,-122.3,370,"AS,DL",2
AS,LIH,21.9763888888889,-159.336111111111,SJC,37.3527777777778,-121.919444444444,370,"AS,WN",2
AS,LIR,10.5933333333333,-85.5444444444444,LAX,33.9333333333333,-118.4,370,"AS,UA",2
AS,LIR,10.5933333333333,-85.5444444444444,SEA,47.45,-122.3,185,AS,1
AS,LIR,10.5933333333333,-85.5444444444444,SFO,37.6188888888889,-122.391666666667,370,"AS,UA",2
AS,MFR,42.3741666666667,-122.873611111111,LAX,33.9333333333333,-118.4,200,"AS,G4",2
AS,MFR,42.3741666666667,-122.873611111111,SEA,47.45,-122.3,146,"AS,DL",2
AS,MIA,25.8,-80.2833333333333,LAX,33.9333333333333,-118.4,384,"DL,AA,B6",3
AS,MIA,25.8,-80.2833333333333,PDX,45.5886111111111,-122.5975,256,"AS,AA",2
AS,MIA,25.8,-80.2833333333333,SAN,32.7333333333333,-117.183333333333,128,AA,1
AS,MIA,25.8,-80.2833333333333,SEA,47.45,-122.3,384,"AS,AA,DL",3
AS,MIA,25.8,-80.2833333333333,SFO,37.6188888888889,-122.391666666667,256,"UA,AA",2
AS,MKC,39.1166666666667,-94.5833333333333,CUN,21.0366666666667,-86.8772222222222,740,"F9,AS,WN,AA",4
AS,MKC,39.1166666666667,-94.5833333333333,PDX,45.5886111111111,-122.5975,256,"AS,WN",2
AS,MKC,39.1166666666667,-94.5833333333333,PVR,20.68,-105.254166666667,185,AS,1
AS,MKC,39.1166666666667,-94.5833333333333,SEA,47.45,-122.3,384,"AS,WN,DL",3
AS,MSO,46.9163888888889,-114.090555555556,SAN,32.7333333333333,-117.183333333333,100,AS,1
AS,MSP,44.9,-93.2166666666667,ANC,61.1666666666667,-149.983333333333,384,"AS,SY,DL",3
AS,MSP,44.9,-93.2166666666667,PDX,45.5886111111111,-122.5975,384,"AS,SY,DL",3
AS,MSP,44.9,-93.2166666666667,SEA,47.45,-122.3,384,"AS,SY,DL",3
AS,MSY,29.95,-90.0666666666667,SEA,47.45,-122.3,256,"AS,DL",2
AS,MTY,25.6666666666667,-100.316666666667,LAX,33.9333333333333,-118.4,370,"AS,VB",2
AS,NAS,25.0388888888889,-77.4661111111111,LAX,33.9333333333333,-118.4,370,"AS,B6",2
AS,NAS,25.0388888888889,-77.4661111111111,SEA,47.45,-122.3,185,AS,1
AS,NYC,40.7516666666667,-73.9941666666667,ANC,61.1666666666667,-149.983333333333,128,UA,1
AS,NYC,40.7516666666667,-73.9941666666667,LAX,33.9333333333333,-118.4,512,"AS,UA,NK,B6",4
AS,NYC,40.7516666666667,-73.9941666666667,PDX,45.5886111111111,-122.5975,640,"DL,AS,UA,B6",4
AS,NYC,40.7516666666667,-73.9941666666667,PVR,20.68,-105.254166666667,370,"AS,B6",2
AS,NYC,40.7516666666667,-73.9941666666667,SAN,32.7333333333333,-117.183333333333,640,"DL,AS,UA,B6",4
AS,NYC,40.7516666666667,-73.9941666666667,SEA,47.45,-122.3,640,"DL,AS,UA,B6",4
AS,NYC,40.7516666666667,-73.9941666666667,SFO,37.6188888888889,-122.391666666667,768,"AS,UA,AA,B6,DL",5
AS,OAK,37.7166666666667,-122.216666666667,PDX,45.5886111111111,-122.5975,200,"AS,WN",2
AS,OAK,37.7166666666667,-122.216666666667,SEA,47.45,-122.3,200,"AS,WN",2
AS,OGG,20.8986111111111,-156.430555555556,LAX,33.9333333333333,-118.4,1110,"AS,HA,UA,WN,AA,DL",6
AS,OGG,20.8986111111111,-156.430555555556,PDX,45.5886111111111,-122.5975,370,"HA,AS",2
AS,OGG,20.8986111111111,-156.430555555556,SAN,32.7333333333333,-117.183333333333,370,"HA,AS",2
AS,OGG,20.8986111111111,-156.430555555556,SEA,47.45,-122.3,555,"HA,AS,DL",3
AS,OGG,20.8986111111111,-156.430555555556,SFO,37.6188888888889,-122.391666666667,555,"HA,AS,UA",3
AS,OGG,20.8986111111111,-156.430555555556,SJC,37.3527777777778,-121.919444444444,555,"HA,AS,WN",3
AS,ORL,28.5333333333333,-81.35,BOI,43.5644444444444,-116.222777777778,128,AS,1
AS,ORL,28.5333333333333,-81.35,SAC,38.5166666666667,-121.5,256,"AS,WN",2
AS,ORL,28.5333333333333,-81.35,SEA,47.45,-122.3,256,"AS,DL",2
AS,ORL,28.5333333333333,-81.35,SFO,37.6188888888889,-122.391666666667,256,"AS,UA",2
AS,PDX,45.5886111111111,-122.5975,ATL,33.65,-84.4333333333333,256,"AS,DL",2
AS,PDX,45.5886111111111,-122.5975,BOS,42.3666666666667,-71.0,256,"AS,B6",2
AS,PDX,45.5886111111111,-122.5975,BUR,34.2005555555556,-118.358611111111,300,"AS,WN,NK",3
AS,PDX,45.5886111111111,-122.5975,CHI,41.8744444444444,-87.6394444444445,512,"AS,UA,NK,AA",4
AS,PDX,45.5886111111111,-122.5975,CUN,21.0366666666667,-86.8772222222222,185,AS,1
AS,PDX,45.5886111111111,-122.5975,DEN,39.8638888888889,-104.666666666667,512,"WN,AS,UA,F9",4
AS,PDX,45.5886111111111,-122.5975,DFW,32.7666666666667,-96.7833333333333,512,"F9,AS,WN,AA",4
AS,PDX,45.5886111111111,-122.5975,FLL,26.0666666666667,-80.1666666666667,128,AS,1
AS,PDX,45.5886111111111,-122.5975,HNL,21.3277777777778,-157.922222222222,370,"HA,AS",2
AS,PDX,45.5886111111111,-122.5975,LAS,36.0833333333333,-115.166666666667,512,"AS,WN,NK,F9",4
AS,PDX,45.5886111111111,-122.5975,LAX,33.9333333333333,-118.4,700,"AS,NK,WN,AA,F9,DL",6
AS,PDX,45.5886111111111,-122.5975,MIA,25.8,-80.2833333333333,256,"AS,AA",2
AS,PDX,45.5886111111111,-122.5975,MKC,39.1166666666667,-94.5833333333333,256,"AS,WN",2
AS,PDX,45.5886111111111,-122.5975,MSP,44.9,-93.2166666666667,384,"AS,SY,DL",3
AS,PDX,45.5886111111111,-122.5975,NYC,40.7516666666667,-73.9941666666667,640,"DL,AS,UA,B6",4
AS,PDX,45.5886111111111,-122.5975,OAK,37.7166666666667,-122.216666666667,200,"AS,WN",2
AS,PDX,45.5886111111111,-122.5975,OGG,20.8986111111111,-156.430555555556,370,"HA,AS",2
AS,PDX,45.5886111111111,-122.5975,PHX,33.4333333333333,-112.033333333333,512,"F9,AS,WN,AA",4
AS,PDX,45.5886111111111,-122.5975,SAC,38.5166666666667,-121.5,200,"AS,WN",2
AS,PDX,45.5886111111111,-122.5975,SAN,32.7333333333333,-117.183333333333,300,"AS,WN,NK",3
AS,PDX,45.5886111111111,-122.5975,SEA,47.45,-122.3,146,"AS,DL",2
AS,PDX,45.5886111111111,-122.5975,SFO,37.6188888888889,-122.391666666667,300,"AS,UA,F9",3
AS,PDX,45.5886111111111,-122.5975,SJC,37.3527777777778,-121.919444444444,300,"AS,WN,NK",3
AS,PDX,45.5886111111111,-122.5975,SLC,40.7883333333333,-111.977777777778,384,"AS,F9,DL",3
AS,PDX,45.5886111111111,-122.5975,TPA,27.9666666666667,-82.5333333333333,128,AS,1
AS,PDX,45.5886111111111,-122.5975,YVR,49.1833333333333,-123.183333333333,146,"AS,AC",2
AS,PHL,39.8833333333333,-75.2333333333333,SEA,47.45,-122.3,256,"AS,AA",2
AS,PHX,33.4333333333333,-112.033333333333,BOI,43.5644444444444,-116.222777777778,384,"AS,WN,AA",3
AS,PHX,33.4333333333333,-112.033333333333,PDX,45.5886111111111,-122.5975,512,"F9,AS,WN,AA",4
AS,PHX,33.4333333333333,-112.033333333333,SEA,47.45,-122.3,640,"AS,WN,AA,F9,DL",5
AS,PHX,33.4333333333333,-112.033333333333,SFO,37.6188888888889,-122.391666666667,640,"AS,WN,UA,AA,F9",5
AS,PSC,46.2666666666667,-119.116666666667,LAX,33.9333333333333,-118.4,200,"AS,G4",2
AS,PSC,46.2666666666667,-119.116666666667,SEA,47.45,-122.3,146,"AS,DL",2
AS,PSP,33.8333333333333,-116.5,BOI,43.5644444444444,-116.222777777778,100,AS,1
AS,PSP,33.8333333333333,-116.5,SEA,47.45,-122.3,200,"AS,DL",2
AS,PSP,33.8333333333333,-116.5,SFO,37.6188888888889,-122.391666666667,200,"AS,UA",2
AS,PUW,46.7436111111111,-117.111111111111,SEA,47.45,-122.3,146,"AS,DL",2
AS,PVR,20.68,-105.254166666667,LAX,33.9333333333333,-118.4,740,"AS,UA,AA,DL",4
AS,PVR,20.68,-105.254166666667,MKC,39.1166666666667,-94.5833333333333,185,AS,1
AS,PVR,20.68,-105.254166666667,NYC,40.7516666666667,-73.9941666666667,370,"AS,B6",2
AS,PVR,20.68,-105.254166666667,SAC,38.5166666666667,-121.5,185,AS,1
AS,PVR,20.68,-105.254166666667,SEA,47.45,-122.3,370,"AS,DL",2
AS,PVR,20.68,-105.254166666667,SFO,37.6188888888889,-122.391666666667,370,"AS,UA",2
AS,PVR,20.68,-105.254166666667,STL,38.6166666666667,-90.1833333333333,185,AS,1
AS,RDM,44.2541666666667,-121.15,LAX,33.9333333333333,-118.4,200,"AS,UA",2
AS,RDM,44.2541666666667,-121.15,SEA,47.45,-122.3,146,"AS,DL",2
AS,RDM,44.2541666666667,-121.15,SFO,37.6188888888889,-122.391666666667,200,"AS,UA",2
AS,RDU,35.8777777777778,-78.7875,SEA,47.45,-122.3,256,"AS,DL",2
AS,RNO,39.4991666666667,-119.768055555556,LAX,33.9333333333333,-118.4,600,"AS,UA,WN,B6,SY,DL",6
AS,RNO,39.4991666666667,-119.768055555556,SAN,32.7333333333333,-117.183333333333,200,"AS,WN",2
AS,SAC,38.5166666666667,-121.5,BOI,43.5644444444444,-116.222777777778,200,"AS,WN",2
AS,SAC,38.5166666666667,-121.5,ORL,28.5333333333333,-81.35,256,"AS,WN",2
AS,SAC,38.5166666666667,-121.5,PDX,45.5886111111111,-122.5975,200,"AS,WN",2
AS,SAC,38.5166666666667,-121.5,PVR,20.68,-105.254166666667,185,AS,1
AS,SAC,38.5166666666667,-121.5,SAN,32.7333333333333,-117.183333333333,300,"AS,WN,NK",3
AS,SAC,38.5166666666667,-121.5,SEA,47.45,-122.3,300,"AS,WN,DL",3
AS,SAC,38.5166666666667,-121.5,SJD,23.1519444444444,-109.721111111111,370,"AS,WN",2
AS,SAC,38.5166666666667,-121.5,TUS,32.1166666666667,-110.95,128,AS,1
AS,SAN,32.7333333333333,-117.183333333333,ATL,33.65,-84.4333333333333,640,"AS,NK,WN,F9,DL",5
AS,SAN,32.7333333333333,-117.183333333333,AUS,30.3,-97.7833333333333,256,"AS,WN",2
AS,SAN,32.7333333333333,-117.183333333333,BOI,43.5644444444444,-116.222777777778,200,"AS,WN",2
AS,SAN,32.7333333333333,-117.183333333333,BOS,42.3666666666667,-71.0,384,"DL,AS,B6",3
AS,SAN,32.7333333333333,-117.183333333333,FCA,48.3105555555556,-114.256111111111,100,AS,1
AS,SAN,32.7333333333333,-117.183333333333,FLL,26.0666666666667,-80.1666666666667,256,"AS,B6",2
AS,SAN,32.7333333333333,-117.183333333333,HNL,21.3277777777778,-157.922222222222,555,"HA,AS,WN",3
AS,SAN,32.7333333333333,-117.183333333333,JAC,43.6072222222222,-110.737777777778,128,AS,1
AS,SAN,32.7333333333333,-117.183333333333,LAS,36.0833333333333,-115.166666666667,500,"AS,NK,WN,F9,DL",5
AS,SAN,32.7333333333333,-117.183333333333,MIA,25.8,-80.2833333333333,128,AA,1
AS,SAN,32.7333333333333,-117.183333333333,MSO,46.9163888888889,-114.090555555556,100,AS,1
AS,SAN,32.7333333333333,-117.183333333333,NYC,40.7516666666667,-73.9941666666667,640,"DL,AS,UA,B6",4
AS,SAN,32.7333333333333,-117.183333333333,OGG,20.8986111111111,-156.430555555556,370,"HA,AS",2
AS,SAN,32.7333333333333,-117.183333333333,PDX,45.5886111111111,-122.5975,300,"AS,WN,NK",3
AS,SAN,32.7333333333333,-117.183333333333,RNO,39.4991666666667,-119.768055555556,200,"AS,WN",2
AS,SAN,32.7333333333333,-117.183333333333,SAC,38.5166666666667,-121.5,300,"AS,WN,NK",3
AS,SAN,32.7333333333333,-117.183333333333,SEA,47.45,-122.3,200,"AS,DL",2
AS,SAN,32.7333333333333,-117.183333333333,SFO,37.6188888888889,-122.391666666667,400,"WN,AS,UA,F9",4
AS,SAN,32.7333333333333,-117.183333333333,SJC,37.3527777777778,-121.919444444444,300,"AS,WN,NK",3
AS,SAN,32.7333333333333,-117.183333333333,SJD,23.1519444444444,-109.721111111111,370,"AS,WN",2
AS,SAN,32.7333333333333,-117.183333333333,SLC,40.7883333333333,-111.977777777778,512,"AS,WN,NK,DL",4
AS,SAN,32.7333333333333,-117.183333333333,TPA,27.9666666666667,-82.5333333333333,256,"AS,WN",2
AS,SAN,32.7333333333333,-117.183333333333,WAS,38.8833333333333,-77.0333333333333,256,"AS,UA",2
AS,SEA,47.45,-122.3,ALW,46.095,-118.287777777778,146,"AS,DL",2
AS,SEA,47.45,-122.3,ANC,61.1666666666667,-149.983333333333,256,"AS,DL",2
AS,SEA,47.45,-122.3,ATL,33.65,-84.4333333333333,256,"AS,DL",2
AS,SEA,47.45,-122.3,AUS,30.3,-97.7833333333333,256,"AS,DL",2
AS,SEA,47.45,-122.3,BLI,48.7927777777778,-122.5375,146,"AS,DL",2
AS,SEA,47.45,-122.3,BNA,36.1244444444444,-86.6783333333333,384,"AS,WN,DL",3
AS,SEA,47.45,-122.3,BOI,43.5644444444444,-116.222777777778,146,"AS,DL",2
AS,SEA,47.45,-122.3,BOS,42.3666666666667,-71.0,384,"DL,AS,B6",3
AS,SEA,47.45,-122.3,BWI,39.1666666666667,-76.6666666666667,256,"AS,WN",2
AS,SEA,47.45,-122.3,CHI,41.8744444444444,-87.6394444444445,512,"AS,UA,AA,DL",4
AS,SEA,47.45,-122.3,CUN,21.0366666666667,-86.8772222222222,370,"AS,DL",2
AS,SEA,47.45,-122.3,CVG,39.15,-84.45,256,"AS,DL",2
AS,SEA,47.45,-122.3,DEN,39.8638888888889,-104.666666666667,768,"AS,UA,WN,SY,F9,DL",6
AS,SEA,47.45,-122.3,DFW,32.7666666666667,-96.7833333333333,896,"AS,WN,AA,F9,DL",5
AS,SEA,47.45,-122.3,DTT,42.3333333333333,-83.05,256,"AS,DL",2
